"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"330","EU935740","Campylobacter_sputorum_biovar_sputorum_",86,0,"0",1919,"32699",0
"331","EU935738","Campylobacter_sputorum_biovar_sputorum_",55,0,"0",1919,"32699",0
"332","NZ_HG941719.1","Campylobacter_sputorum_biovar_sputorum_",44,0,"0",1919,"32699",0
"333","EU935739","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_",84,19,"18",4126,"79147",0.005
"334","EU935740","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_",86,0,"0",4126,"79147",0
"335","EU935738","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_",55,0,"0",4126,"79147",0
"336","NZ_HG941719.1","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_",44,0,"0",4126,"79147",0
"337","EU935739","Synechococcus_sp._PCC_7002_",84,7,"6",2862,"44714",0.002
"338","EU935740","Synechococcus_sp._PCC_7002_",86,23,"21",2862,"44714",0.008
"339","EU935738","Synechococcus_sp._PCC_7002_",55,0,"0",2862,"44714",0
"340","NZ_HG941719.1","Synechococcus_sp._PCC_7002_",44,7,"6",2862,"44714",0.002
"341","EU935739","Synechococcus_sp._WH_7803_",84,55,"64",2533,"29704",0.021
"342","EU935740","Synechococcus_sp._WH_7803_",86,22,"21",2533,"29704",0.008
"343","EU935738","Synechococcus_sp._WH_7803_",55,22,"21",2533,"29704",0.009
"344","NZ_HG941719.1","Synechococcus_sp._WH_7803_",44,38,"35",2533,"29704",0.015
"345","EU935739","Calothrix_sp._PCC_7103_",84,0,"0",10163,"195022",0
"346","EU935740","Calothrix_sp._PCC_7103_",86,0,"0",10163,"195022",0
"347","EU935738","Calothrix_sp._PCC_7103_",55,0,"0",10163,"195022",0
"348","NZ_HG941719.1","Calothrix_sp._PCC_7103_",44,0,"0",10163,"195022",0
"349","EU935739","Blautia_producta_",84,0,"0",5212,"97062",0
"350","EU935740","Blautia_producta_",86,0,"0",5212,"97062",0
"351","EU935738","Blautia_producta_",55,0,"0",5212,"97062",0
"352","NZ_HG941719.1","Blautia_producta_",44,0,"0",5212,"97062",0
"353","EU935739","Catenuloplanes_japonicus_",84,0,"0",9539,"150948",0
"354","EU935740","Catenuloplanes_japonicus_",86,0,"0",9539,"150948",0
"355","EU935738","Catenuloplanes_japonicus_",55,0,"0",9539,"150948",0
"356","NZ_HG941719.1","Catenuloplanes_japonicus_",44,0,"0",9539,"150948",0
"357","EU935739","Streptomyces_galbus_",84,0,"0",8622,"153227",0
"358","EU935740","Streptomyces_galbus_",86,0,"0",8622,"153227",0
"359","EU935738","Streptomyces_galbus_",55,0,"0",8622,"153227",0
"360","NZ_HG941719.1","Streptomyces_galbus_",44,0,"0",8622,"153227",0
"361","EU935739","Bifidobacterium_thermophilum_",84,0,"0",1700,"21892",0
"362","EU935740","Bifidobacterium_thermophilum_",86,0,"0",1700,"21892",0
"363","EU935738","Bifidobacterium_thermophilum_",55,0,"0",1700,"21892",0
"364","NZ_HG941719.1","Bifidobacterium_thermophilum_",44,0,"0",1700,"21892",0
"365","EU935739","Paracoccus_versutus_",84,60,"58",4845,"105603",0.012
"366","EU935740","Paracoccus_versutus_",86,0,"0",4845,"105603",0
"367","EU935738","Paracoccus_versutus_",55,22,"21",4845,"105603",0.004
"368","NZ_HG941719.1","Paracoccus_versutus_",44,0,"0",4845,"105603",0
"369","EU935739","Citrobacter_amalonaticus_",84,31,"29",4851,"69006",0.006
"370","EU935740","Citrobacter_amalonaticus_",86,21,"20",4851,"69006",0.004
"371","EU935738","Citrobacter_amalonaticus_",55,0,"0",4851,"69006",0
"372","NZ_HG941719.1","Citrobacter_amalonaticus_",44,0,"0",4851,"69006",0
"373","EU935739","Dactylosporangium_aurantiacum_",84,0,"0",10074,"197588",0
"374","EU935740","Dactylosporangium_aurantiacum_",86,0,"0",10074,"197588",0
"375","EU935738","Dactylosporangium_aurantiacum_",55,0,"0",10074,"197588",0
"376","NZ_HG941719.1","Dactylosporangium_aurantiacum_",44,0,"0",10074,"197588",0
"377","EU935739","Bifidobacterium_choerinum_",84,0,"0",1672,"23544",0
"378","EU935740","Bifidobacterium_choerinum_",86,0,"0",1672,"23544",0
"379","EU935738","Bifidobacterium_choerinum_",55,0,"0",1672,"23544",0
"380","NZ_HG941719.1","Bifidobacterium_choerinum_",44,0,"0",1672,"23544",0
"381","EU935739","Bacillus_thermoamylovorans_",84,113,"117",3443,"58103",0.032
"382","EU935740","Bacillus_thermoamylovorans_",86,76,"75",3443,"58103",0.022
"383","EU935738","Bacillus_thermoamylovorans_",55,62,"61",3443,"58103",0.018
"384","NZ_HG941719.1","Bacillus_thermoamylovorans_",44,80,"78",3443,"58103",0.023
"385","EU935739","Mycobacterium_abscessus_",84,105,"107",4942,"81399",0.021
"386","EU935740","Mycobacterium_abscessus_",86,101,"99",4942,"81399",0.02
"387","EU935738","Mycobacterium_abscessus_",55,105,"107",4942,"81399",0.021
"388","NZ_HG941719.1","Mycobacterium_abscessus_",44,77,"76",4942,"81399",0.015
"389","EU935739","Porphyromonas_cangingivalis_",84,7,"6",1708,"22290",0.004
"390","EU935740","Porphyromonas_cangingivalis_",86,0,"0",1708,"22290",0
"391","EU935738","Porphyromonas_cangingivalis_",55,0,"0",1708,"22290",0
"392","NZ_HG941719.1","Porphyromonas_cangingivalis_",44,0,"0",1708,"22290",0
"393","EU935739","Porphyromonas_canoris_",84,0,"0",1708,"23044",0
"394","EU935740","Porphyromonas_canoris_",86,0,"0",1708,"23044",0
"395","EU935738","Porphyromonas_canoris_",55,0,"0",1708,"23044",0
"396","NZ_HG941719.1","Porphyromonas_canoris_",44,0,"0",1708,"23044",0
"397","EU935739","Clostridium_algidicarnis_",84,0,"0",2820,"49949",0
"398","EU935740","Clostridium_algidicarnis_",86,0,"0",2820,"49949",0
"399","EU935738","Clostridium_algidicarnis_",55,0,"0",2820,"49949",0
"400","NZ_HG941719.1","Clostridium_algidicarnis_",44,0,"0",2820,"49949",0
"401","EU935739","Candidatus_Phytoplasma_mali_",84,0,"0",515,"11257",0
"402","EU935740","Candidatus_Phytoplasma_mali_",86,0,"0",515,"11257",0
"403","EU935738","Candidatus_Phytoplasma_mali_",55,0,"0",515,"11257",0
"404","NZ_HG941719.1","Candidatus_Phytoplasma_mali_",44,0,"0",515,"11257",0
"405","EU935739","Rhodococcus_opacus_",84,93,"92",7208,"145942",0.013
"406","EU935740","Rhodococcus_opacus_",86,93,"92",7208,"145942",0.013
"407","EU935738","Rhodococcus_opacus_",55,93,"92",7208,"145942",0.013
"408","NZ_HG941719.1","Rhodococcus_opacus_",44,93,"92",7208,"145942",0.013
"409","EU935739","Streptococcus_equi_subsp._zooepidemicus_",84,0,"0",1880,"26363",0
"410","EU935740","Streptococcus_equi_subsp._zooepidemicus_",86,0,"0",1880,"26363",0
"411","EU935738","Streptococcus_equi_subsp._zooepidemicus_",55,0,"0",1880,"26363",0
"412","NZ_HG941719.1","Streptococcus_equi_subsp._zooepidemicus_",44,0,"0",1880,"26363",0
"413","EU935739","Acinetobacter_junii_",84,0,"0",3465,"34074",0
"414","EU935740","Acinetobacter_junii_",86,0,"0",3465,"34074",0
"415","EU935738","Acinetobacter_junii_",55,0,"0",3465,"34074",0
"416","NZ_HG941719.1","Acinetobacter_junii_",44,0,"0",3465,"34074",0
"417","EU935739","Acinetobacter_sp._CIP-A165_",84,0,"0",3379,"42624",0
"418","EU935740","Acinetobacter_sp._CIP-A165_",86,0,"0",3379,"42624",0
"419","EU935738","Acinetobacter_sp._CIP-A165_",55,0,"0",3379,"42624",0
"420","NZ_HG941719.1","Acinetobacter_sp._CIP-A165_",44,0,"0",3379,"42624",0
"421","EU935739","Lentzea_albidocapillata_",84,0,"0",8082,"139899",0
"422","EU935740","Lentzea_albidocapillata_",86,0,"0",8082,"139899",0
"423","EU935738","Lentzea_albidocapillata_",55,0,"0",8082,"139899",0
"424","NZ_HG941719.1","Lentzea_albidocapillata_",44,0,"0",8082,"139899",0
"425","EU935739","Cyanothece_sp._PCC_8801_",84,0,"0",4304,"55655",0
"426","EU935740","Cyanothece_sp._PCC_8801_",86,0,"0",4304,"55655",0
"427","EU935738","Cyanothece_sp._PCC_8801_",55,0,"0",4304,"55655",0
"428","NZ_HG941719.1","Cyanothece_sp._PCC_8801_",44,0,"0",4304,"55655",0
"429","EU935739","Rubrobacter_radiotolerans_",84,0,"0",3161,"30884",0
"430","EU935740","Rubrobacter_radiotolerans_",86,0,"0",3161,"30884",0
"431","EU935738","Rubrobacter_radiotolerans_",55,0,"0",3161,"30884",0
"432","NZ_HG941719.1","Rubrobacter_radiotolerans_",44,0,"0",3161,"30884",0
"433","EU935739","Halomonas_salina_",84,31,"29",2897,"42459",0.01
"434","EU935740","Halomonas_salina_",86,0,"0",2897,"42459",0
"435","EU935738","Halomonas_salina_",55,0,"0",2897,"42459",0
"436","NZ_HG941719.1","Halomonas_salina_",44,0,"0",2897,"42459",0
"437","EU935739","Prauserella_rugosa_",84,0,"0",4810,"83878",0
"438","EU935740","Prauserella_rugosa_",86,0,"0",4810,"83878",0
"439","EU935738","Prauserella_rugosa_",55,0,"0",4810,"83878",0
"440","NZ_HG941719.1","Prauserella_rugosa_",44,0,"0",4810,"83878",0
"441","EU935739","Streptomyces_wedmorensis_",84,0,"0",8186,"133581",0
"442","EU935740","Streptomyces_wedmorensis_",86,0,"0",8186,"133581",0
"443","EU935738","Streptomyces_wedmorensis_",55,0,"0",8186,"133581",0
"444","NZ_HG941719.1","Streptomyces_wedmorensis_",44,0,"0",8186,"133581",0
"445","EU935739","Cyanothece_sp._ATCC_51142_",84,54,"51",5239,"65980",0.01
"446","EU935740","Cyanothece_sp._ATCC_51142_",86,60,"58",5239,"65980",0.011
"447","EU935738","Cyanothece_sp._ATCC_51142_",55,35,"34",5239,"65980",0.007
"448","NZ_HG941719.1","Cyanothece_sp._ATCC_51142_",44,71,"67",5239,"65980",0.013
"449","EU935739","Streptomyces_megasporus_",84,0,"0",5279,"81368",0
"450","EU935740","Streptomyces_megasporus_",86,0,"0",5279,"81368",0
"451","EU935738","Streptomyces_megasporus_",55,0,"0",5279,"81368",0
"452","NZ_HG941719.1","Streptomyces_megasporus_",44,0,"0",5279,"81368",0
"453","EU935739","Paenibacillus_durus_",84,0,"0",4695,"74414",0
"454","EU935740","Paenibacillus_durus_",86,0,"0",4695,"74414",0
"455","EU935738","Paenibacillus_durus_",55,0,"0",4695,"74414",0
"456","NZ_HG941719.1","Paenibacillus_durus_",44,0,"0",4695,"74414",0
"457","EU935739","Mycobacterium_avium_subsp._avium_",84,60,"59",4438,"86488",0.013
"458","EU935740","Mycobacterium_avium_subsp._avium_",86,79,"77",4438,"86488",0.017
"459","EU935738","Mycobacterium_avium_subsp._avium_",55,60,"59",4438,"86488",0.013
"460","NZ_HG941719.1","Mycobacterium_avium_subsp._avium_",44,60,"59",4438,"86488",0.013
"461","EU935739","Mycoplasma_conjunctivae_",84,16,"14",697,"9449",0.02
"462","EU935740","Mycoplasma_conjunctivae_",86,0,"0",697,"9449",0
"463","EU935738","Mycoplasma_conjunctivae_",55,0,"0",697,"9449",0
"464","NZ_HG941719.1","Mycoplasma_conjunctivae_",44,0,"0",697,"9449",0
"465","EU935739","Anabaena_sp._90_",84,0,"0",4370,"46846",0
"466","EU935740","Anabaena_sp._90_",86,21,"30",4370,"46846",0.005
"467","EU935738","Anabaena_sp._90_",55,0,"0",4370,"46846",0
"468","NZ_HG941719.1","Anabaena_sp._90_",44,0,"0",4370,"46846",0
"469","EU935739","Weissella_hellenica_",84,0,"0",1879,"27854",0
"470","EU935740","Weissella_hellenica_",86,0,"0",1879,"27854",0
"471","EU935738","Weissella_hellenica_",55,0,"0",1879,"27854",0
"472","NZ_HG941719.1","Weissella_hellenica_",44,0,"0",1879,"27854",0
"473","EU935739","Sphingobium_chlorophenolicum_",84,107,"119",4484,"67552",0.023
"474","EU935740","Sphingobium_chlorophenolicum_",86,138,"231",4484,"67552",0.03
"475","EU935738","Sphingobium_chlorophenolicum_",55,107,"119",4484,"67552",0.024
"476","NZ_HG941719.1","Sphingobium_chlorophenolicum_",44,118,"198",4484,"67552",0.026
"477","EU935739","Streptomyces_olivaceus_",84,0,"0",7354,"137859",0
"478","EU935740","Streptomyces_olivaceus_",86,0,"0",7354,"137859",0
"479","EU935738","Streptomyces_olivaceus_",55,0,"0",7354,"137859",0
"480","NZ_HG941719.1","Streptomyces_olivaceus_",44,0,"0",7354,"137859",0
"481","EU935739","Streptomyces_lydicus_",84,0,"0",7153,"78613",0
"482","EU935740","Streptomyces_lydicus_",86,0,"0",7153,"78613",0
"483","EU935738","Streptomyces_lydicus_",55,0,"0",7153,"78613",0
"484","NZ_HG941719.1","Streptomyces_lydicus_",44,0,"0",7153,"78613",0
"485","EU935739","Mycobacterium_triplex_",84,59,"58",5890,"133388",0.01
"486","EU935740","Mycobacterium_triplex_",86,96,"94",5890,"133388",0.016
"487","EU935738","Mycobacterium_triplex_",55,59,"58",5890,"133388",0.01
"488","NZ_HG941719.1","Mycobacterium_triplex_",44,59,"58",5890,"133388",0.01
"489","EU935739","Helicobacter_trogontum_",84,0,"0",2229,"28572",0
"490","EU935740","Helicobacter_trogontum_",86,0,"0",2229,"28572",0
"491","EU935738","Helicobacter_trogontum_",55,0,"0",2229,"28572",0
"492","NZ_HG941719.1","Helicobacter_trogontum_",44,0,"0",2229,"28572",0
"493","EU935739","Sulfitobacter_sp._EE-36_",84,0,"0",2973,"51126",0
"494","EU935740","Sulfitobacter_sp._EE-36_",86,0,"0",2973,"51126",0
"495","EU935738","Sulfitobacter_sp._EE-36_",55,0,"0",2973,"51126",0
"496","NZ_HG941719.1","Sulfitobacter_sp._EE-36_",44,0,"0",2973,"51126",0
"497","EU935739","Pectobacterium_betavasculorum_",84,30,"29",4016,"70774",0.007
"498","EU935740","Pectobacterium_betavasculorum_",86,0,"0",4016,"70774",0
"499","EU935738","Pectobacterium_betavasculorum_",55,0,"0",4016,"70774",0
"500","NZ_HG941719.1","Pectobacterium_betavasculorum_",44,0,"0",4016,"70774",0
"501","EU935739","Vibrio_anguillarum_",84,160,"163",3726,"64393",0.042
"502","EU935740","Vibrio_anguillarum_",86,172,"299",3726,"64393",0.045
"503","EU935738","Vibrio_anguillarum_",55,92,"93",3726,"64393",0.024
"504","NZ_HG941719.1","Vibrio_anguillarum_",44,76,"75",3726,"64393",0.02
"505","EU935739","Streptomyces_toyocaensis_",84,0,"0",6315,"108052",0
"506","EU935740","Streptomyces_toyocaensis_",86,0,"0",6315,"108052",0
"507","EU935738","Streptomyces_toyocaensis_",55,0,"0",6315,"108052",0
"508","NZ_HG941719.1","Streptomyces_toyocaensis_",44,0,"0",6315,"108052",0
"509","EU935739","Cylindrospermum_stagnale_PCC_7417_",84,0,"0",5936,"64273",0
"510","EU935740","Cylindrospermum_stagnale_PCC_7417_",86,0,"0",5936,"64273",0
"511","EU935738","Cylindrospermum_stagnale_PCC_7417_",55,0,"0",5936,"64273",0
"512","NZ_HG941719.1","Cylindrospermum_stagnale_PCC_7417_",44,0,"0",5936,"64273",0
"513","EU935739","Oscillatoria_acuminata_PCC_6304_",84,0,"0",5755,"65558",0
"514","EU935740","Oscillatoria_acuminata_PCC_6304_",86,0,"0",5755,"65558",0
"515","EU935738","Oscillatoria_acuminata_PCC_6304_",55,0,"0",5755,"65558",0
"516","NZ_HG941719.1","Oscillatoria_acuminata_PCC_6304_",44,0,"0",5755,"65558",0
"517","EU935739","Syntrophus_aciditrophicus_SB_",84,0,"0",3180,"36191",0
"518","EU935740","Syntrophus_aciditrophicus_SB_",86,0,"0",3180,"36191",0
"519","EU935738","Syntrophus_aciditrophicus_SB_",55,0,"0",3180,"36191",0
"520","NZ_HG941719.1","Syntrophus_aciditrophicus_SB_",44,0,"0",3180,"36191",0
"521","EU935739","Spirillospora_albida_",84,0,"0",5477,"105064",0
"522","EU935740","Spirillospora_albida_",86,0,"0",5477,"105064",0
"523","EU935738","Spirillospora_albida_",55,0,"0",5477,"105064",0
"524","NZ_HG941719.1","Spirillospora_albida_",44,0,"0",5477,"105064",0
"525","EU935739","Streptomyces_celluloflavus_",84,0,"0",7124,"130922",0
"526","EU935740","Streptomyces_celluloflavus_",86,0,"0",7124,"130922",0
"527","EU935738","Streptomyces_celluloflavus_",55,0,"0",7124,"130922",0
"528","NZ_HG941719.1","Streptomyces_celluloflavus_",44,0,"0",7124,"130922",0
"529","EU935739","Rickettsiella_grylli_",84,0,"0",1439,"20573",0
"530","EU935740","Rickettsiella_grylli_",86,26,"24",1439,"20573",0.017
"531","EU935738","Rickettsiella_grylli_",55,0,"0",1439,"20573",0
"532","NZ_HG941719.1","Rickettsiella_grylli_",44,17,"29",1439,"20573",0.011
"533","EU935739","Fibrobacter_succinogenes_subsp._succinogenes_S85_",84,49,"48",3085,"33167",0.015
"534","EU935740","Fibrobacter_succinogenes_subsp._succinogenes_S85_",86,64,"64",3085,"33167",0.02
"535","EU935738","Fibrobacter_succinogenes_subsp._succinogenes_S85_",55,49,"48",3085,"33167",0.016
"536","NZ_HG941719.1","Fibrobacter_succinogenes_subsp._succinogenes_S85_",44,49,"48",3085,"33167",0.016
"537","EU935739","Candidatus_Phytoplasma_australiense_",84,50,"54",715,"11505",0.063
"538","EU935740","Candidatus_Phytoplasma_australiense_",86,35,"34",715,"11505",0.044
"539","EU935738","Candidatus_Phytoplasma_australiense_",55,35,"34",715,"11505",0.045
"540","NZ_HG941719.1","Candidatus_Phytoplasma_australiense_",44,35,"34",715,"11505",0.046
"541","EU935739","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_",84,26,"24",1949,"22233",0.013
"542","EU935740","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_",86,21,"20",1949,"22233",0.01
"543","EU935738","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_",55,21,"20",1949,"22233",0.01
"544","NZ_HG941719.1","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_",44,26,"24",1949,"22233",0.013
"545","EU935739","Prochlorococcus_marinus_str._MIT_9107_",84,0,"0",1963,"26299",0
"546","EU935740","Prochlorococcus_marinus_str._MIT_9107_",86,0,"0",1963,"26299",0
"547","EU935738","Prochlorococcus_marinus_str._MIT_9107_",55,0,"0",1963,"26299",0
"548","NZ_HG941719.1","Prochlorococcus_marinus_str._MIT_9107_",44,0,"0",1963,"26299",0
"549","EU935739","Prochlorococcus_marinus_str._GP2_",84,0,"0",1864,"26470",0
"550","EU935740","Prochlorococcus_marinus_str._GP2_",86,0,"0",1864,"26470",0
"551","EU935738","Prochlorococcus_marinus_str._GP2_",55,0,"0",1864,"26470",0
"552","NZ_HG941719.1","Prochlorococcus_marinus_str._GP2_",44,0,"0",1864,"26470",0
"553","EU935739","Prochlorococcus_marinus_str._SB_",84,0,"0",1911,"27613",0
"554","EU935740","Prochlorococcus_marinus_str._SB_",86,0,"0",1911,"27613",0
"555","EU935738","Prochlorococcus_marinus_str._SB_",55,0,"0",1911,"27613",0
"556","NZ_HG941719.1","Prochlorococcus_marinus_str._SB_",44,0,"0",1911,"27613",0
"557","EU935739","Synechococcus_sp._WH_7805_",84,0,"0",2882,"39197",0
"558","EU935740","Synechococcus_sp._WH_7805_",86,0,"0",2882,"39197",0
"559","EU935738","Synechococcus_sp._WH_7805_",55,0,"0",2882,"39197",0
"560","NZ_HG941719.1","Synechococcus_sp._WH_7805_",44,0,"0",2882,"39197",0
"561","EU935739","Lactobacillus_paraplantarum_",84,0,"0",2708,"25337",0
"562","EU935740","Lactobacillus_paraplantarum_",86,0,"0",2708,"25337",0
"563","EU935738","Lactobacillus_paraplantarum_",55,0,"0",2708,"25337",0
"564","NZ_HG941719.1","Lactobacillus_paraplantarum_",44,0,"0",2708,"25337",0
"565","EU935739","Pluralibacter_gergoviae_",84,38,"36",4692,"75964",0.008
"566","EU935740","Pluralibacter_gergoviae_",86,0,"0",4692,"75964",0
"567","EU935738","Pluralibacter_gergoviae_",55,0,"0",4692,"75964",0
"568","NZ_HG941719.1","Pluralibacter_gergoviae_",44,0,"0",4692,"75964",0
"569","EU935739","Azoarcus_sp._BH72_",84,153,"157",3992,"59102",0.038
"570","EU935740","Azoarcus_sp._BH72_",86,448,"869",3992,"59102",0.11
"571","EU935738","Azoarcus_sp._BH72_",55,139,"141",3992,"59102",0.034
"572","NZ_HG941719.1","Azoarcus_sp._BH72_",44,182,"186",3992,"59102",0.045
"573","EU935739","Acinetobacter_sp._ADP1_",84,76,"74",3284,"61320",0.023
"574","EU935740","Acinetobacter_sp._ADP1_",86,142,"285",3284,"61320",0.042
"575","EU935738","Acinetobacter_sp._ADP1_",55,54,"53",3284,"61320",0.016
"576","NZ_HG941719.1","Acinetobacter_sp._ADP1_",44,54,"53",3284,"61320",0.016
"577","EU935739","Nostoc_punctiforme_PCC_73102_",84,0,"0",6149,"81472",0
"578","EU935740","Nostoc_punctiforme_PCC_73102_",86,0,"0",6149,"81472",0
"579","EU935738","Nostoc_punctiforme_PCC_73102_",55,0,"0",6149,"81472",0
"580","NZ_HG941719.1","Nostoc_punctiforme_PCC_73102_",44,0,"0",6149,"81472",0
"581","EU935739","Synechococcus_sp._CC9311_",84,0,"0",2899,"29568",0
"582","EU935740","Synechococcus_sp._CC9311_",86,15,"14",2899,"29568",0.005
"583","EU935738","Synechococcus_sp._CC9311_",55,0,"0",2899,"29568",0
"584","NZ_HG941719.1","Synechococcus_sp._CC9311_",44,0,"0",2899,"29568",0
"585","EU935739","Halothece_sp._PCC_7418_",84,0,"0",3708,"54178",0
"586","EU935740","Halothece_sp._PCC_7418_",86,0,"0",3708,"54178",0
"587","EU935738","Halothece_sp._PCC_7418_",55,0,"0",3708,"54178",0
"588","NZ_HG941719.1","Halothece_sp._PCC_7418_",44,0,"0",3708,"54178",0
"589","EU935739","Cyanothece_sp._PCC_7424_",84,0,"0",5463,"59812",0
"590","EU935740","Cyanothece_sp._PCC_7424_",86,0,"0",5463,"59812",0
"591","EU935738","Cyanothece_sp._PCC_7424_",55,0,"0",5463,"59812",0
"592","NZ_HG941719.1","Cyanothece_sp._PCC_7424_",44,0,"0",5463,"59812",0
"593","EU935739","Actinoalloteichus_cyanogriseus_",84,0,"0",4831,"71161",0
"594","EU935740","Actinoalloteichus_cyanogriseus_",86,0,"0",4831,"71161",0
"595","EU935738","Actinoalloteichus_cyanogriseus_",55,0,"0",4831,"71161",0
"596","NZ_HG941719.1","Actinoalloteichus_cyanogriseus_",44,0,"0",4831,"71161",0
"597","EU935739","Pantoea_stewartii_",84,208,"234",4307,"59366",0.047
"598","EU935740","Pantoea_stewartii_",86,132,"125",4307,"59366",0.03
"599","EU935738","Pantoea_stewartii_",55,99,"96",4307,"59366",0.023
"600","NZ_HG941719.1","Pantoea_stewartii_",44,45,"44",4307,"59366",0.01
"601","EU935739","Streptomyces_niger_",84,0,"0",7311,"139239",0
"602","EU935740","Streptomyces_niger_",86,0,"0",7311,"139239",0
"603","EU935738","Streptomyces_niger_",55,0,"0",7311,"139239",0
"604","NZ_HG941719.1","Streptomyces_niger_",44,0,"0",7311,"139239",0
"605","EU935739","Streptomyces_violens_",84,0,"0",6841,"128246",0
"606","EU935740","Streptomyces_violens_",86,0,"0",6841,"128246",0
"607","EU935738","Streptomyces_violens_",55,0,"0",6841,"128246",0
"608","NZ_HG941719.1","Streptomyces_violens_",44,0,"0",6841,"128246",0
"609","EU935739","Streptomyces_roseoverticillatus_",84,0,"0",6067,"102679",0
"610","EU935740","Streptomyces_roseoverticillatus_",86,0,"0",6067,"102679",0
"611","EU935738","Streptomyces_roseoverticillatus_",55,0,"0",6067,"102679",0
"612","NZ_HG941719.1","Streptomyces_roseoverticillatus_",44,0,"0",6067,"102679",0
