"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"13634","LN864819.1","Corynebacterium_maris_DSM_45190_","57","0","0","2584","27752",NA
"13635","NZ_KX523901.1","Corynebacterium_maris_DSM_45190_","12","0","0","2584","27752",NA
"13636","MT441554.1","Corynebacterium_maris_DSM_45190_","18","20","19","2584","27752",NA
"13637","JN626286.1","Corynebacterium_vitaeruminis_DSM_20294_","37","0","0","2586","29637",NA
"13638","LN864819.1","Corynebacterium_vitaeruminis_DSM_20294_","57","0","0","2586","29637",NA
"13639","NZ_KX523901.1","Corynebacterium_vitaeruminis_DSM_20294_","12","0","0","2586","29637",NA
"13640","MT441554.1","Corynebacterium_vitaeruminis_DSM_20294_","18","17","16","2586","29637",NA
"13641","JN626286.1","Mangrovibacter_sp._MFB070_","37","94","93","4803","88724",NA
"13642","LN864819.1","Mangrovibacter_sp._MFB070_","57","94","93","4803","88724",NA
"13643","NZ_KX523901.1","Mangrovibacter_sp._MFB070_","12","0","0","4803","88724",NA
"13644","MT441554.1","Mangrovibacter_sp._MFB070_","18","27","26","4803","88724",NA
"13645","JN626286.1","Gluconobacter_oxydans_H24_","37","57","56","3757","37114",NA
"13646","LN864819.1","Gluconobacter_oxydans_H24_","57","57","56","3757","37114",NA
"13647","NZ_KX523901.1","Gluconobacter_oxydans_H24_","12","0","0","3757","37114",NA
"13648","MT441554.1","Gluconobacter_oxydans_H24_","18","0","0","3757","37114",NA
"13649","JN626286.1","Pantoea_sp._A4_","37","0","0","4430","79218",NA
"13650","LN864819.1","Pantoea_sp._A4_","57","0","0","4430","79218",NA
"13651","NZ_KX523901.1","Pantoea_sp._A4_","12","0","0","4430","79218",NA
"13652","MT441554.1","Pantoea_sp._A4_","18","0","0","4430","79218",NA
"13653","JN626286.1","Dickeya_sp._DW_0440_","37","0","0","3611","62930",NA
"13654","LN864819.1","Dickeya_sp._DW_0440_","57","0","0","3611","62930",NA
"13655","NZ_KX523901.1","Dickeya_sp._DW_0440_","12","0","0","3611","62930",NA
"13656","MT441554.1","Dickeya_sp._DW_0440_","18","0","0","3611","62930",NA
"13657","JN626286.1","Oscillibacter_sp._KLE_1728_","37","0","0","4274","54589",NA
"13658","LN864819.1","Oscillibacter_sp._KLE_1728_","57","0","0","4274","54589",NA
"13659","NZ_KX523901.1","Oscillibacter_sp._KLE_1728_","12","0","0","4274","54589",NA
"13660","MT441554.1","Oscillibacter_sp._KLE_1728_","18","0","0","4274","54589",NA
"13661","JN626286.1","Clostridium_sp._KLE_1755_","37","0","0","6959","100775",NA
"13662","LN864819.1","Clostridium_sp._KLE_1755_","57","0","0","6959","100775",NA
"13663","NZ_KX523901.1","Clostridium_sp._KLE_1755_","12","0","0","6959","100775",NA
"13664","MT441554.1","Clostridium_sp._KLE_1755_","18","0","0","6959","100775",NA
"13665","JN626286.1","Pseudomonas_nitroreducens_TX1_","37","38","37","5803","134540",NA
"13666","LN864819.1","Pseudomonas_nitroreducens_TX1_","57","38","37","5803","134540",NA
"13667","NZ_KX523901.1","Pseudomonas_nitroreducens_TX1_","12","0","0","5803","134540",NA
"13668","MT441554.1","Pseudomonas_nitroreducens_TX1_","18","60","59","5803","134540",NA
"13669","JN626286.1","Actinobaculum_sp._oral_taxon_183_str._F0552_","37","0","0","2320","30140",NA
"13670","LN864819.1","Actinobaculum_sp._oral_taxon_183_str._F0552_","57","0","0","2320","30140",NA
"13671","NZ_KX523901.1","Actinobaculum_sp._oral_taxon_183_str._F0552_","12","0","0","2320","30140",NA
"13672","MT441554.1","Actinobaculum_sp._oral_taxon_183_str._F0552_","18","15","14","2320","30140",NA
"13673","JN626286.1","Capnocytophaga_sp._oral_taxon_863_str._F0517_","37","0","0","2778","30226",NA
"13674","LN864819.1","Capnocytophaga_sp._oral_taxon_863_str._F0517_","57","0","0","2778","30226",NA
"13675","NZ_KX523901.1","Capnocytophaga_sp._oral_taxon_863_str._F0517_","12","0","0","2778","30226",NA
"13676","MT441554.1","Capnocytophaga_sp._oral_taxon_863_str._F0517_","18","0","0","2778","30226",NA
"13677","JN626286.1","Leptotrichia_sp._oral_taxon_879_str._F0557_","37","0","0","2482","29886",NA
"13678","LN864819.1","Leptotrichia_sp._oral_taxon_879_str._F0557_","57","0","0","2482","29886",NA
"13679","NZ_KX523901.1","Leptotrichia_sp._oral_taxon_879_str._F0557_","12","0","0","2482","29886",NA
"13680","MT441554.1","Leptotrichia_sp._oral_taxon_879_str._F0557_","18","0","0","2482","29886",NA
"13681","JN626286.1","Porphyromonas_sp._oral_taxon_278_str._W7784_","37","0","0","1984","26212",NA
"13682","LN864819.1","Porphyromonas_sp._oral_taxon_278_str._W7784_","57","0","0","1984","26212",NA
"13683","NZ_KX523901.1","Porphyromonas_sp._oral_taxon_278_str._W7784_","12","0","0","1984","26212",NA
"13684","MT441554.1","Porphyromonas_sp._oral_taxon_278_str._W7784_","18","0","0","1984","26212",NA
"13685","JN626286.1","Prevotella_sp._F0091_","37","0","0","2914","31683",NA
"13686","LN864819.1","Prevotella_sp._F0091_","57","0","0","2914","31683",NA
"13687","NZ_KX523901.1","Prevotella_sp._F0091_","12","0","0","2914","31683",NA
"13688","MT441554.1","Prevotella_sp._F0091_","18","0","0","2914","31683",NA
"13689","JN626286.1","Paenibacillus_sp._FSL_H7-689_","37","0","0","5913","111103",NA
"13690","LN864819.1","Paenibacillus_sp._FSL_H7-689_","57","0","0","5913","111103",NA
"13691","NZ_KX523901.1","Paenibacillus_sp._FSL_H7-689_","12","0","0","5913","111103",NA
"13692","MT441554.1","Paenibacillus_sp._FSL_H7-689_","18","0","0","5913","111103",NA
"13693","JN626286.1","Paenibacillus_sp._FSL_R7-277_","37","0","0","6430","139803",NA
"13694","LN864819.1","Paenibacillus_sp._FSL_R7-277_","57","0","0","6430","139803",NA
"13695","NZ_KX523901.1","Paenibacillus_sp._FSL_R7-277_","12","0","0","6430","139803",NA
"13696","MT441554.1","Paenibacillus_sp._FSL_R7-277_","18","0","0","6430","139803",NA
"13697","JN626286.1","Viridibacillus_arenosi_FSL_R5-213_","37","0","0","4298","67068",NA
"13698","LN864819.1","Viridibacillus_arenosi_FSL_R5-213_","57","0","0","4298","67068",NA
"13699","NZ_KX523901.1","Viridibacillus_arenosi_FSL_R5-213_","12","0","0","4298","67068",NA
"13700","MT441554.1","Viridibacillus_arenosi_FSL_R5-213_","18","10","9","4298","67068",NA
"13701","JN626286.1","Hymenobacter_swuensis_DY53_","37","16","15","4620","41894",NA
"13702","LN864819.1","Hymenobacter_swuensis_DY53_","57","16","15","4620","41894",NA
"13703","NZ_KX523901.1","Hymenobacter_swuensis_DY53_","12","0","0","4620","41894",NA
"13704","MT441554.1","Hymenobacter_swuensis_DY53_","18","0","0","4620","41894",NA
"13705","JN626286.1","Leptolyngbya_sp._KIOST-1_","37","0","0","5192","116195",NA
"13706","LN864819.1","Leptolyngbya_sp._KIOST-1_","57","0","0","5192","116195",NA
"13707","NZ_KX523901.1","Leptolyngbya_sp._KIOST-1_","12","0","0","5192","116195",NA
"13708","MT441554.1","Leptolyngbya_sp._KIOST-1_","18","0","0","5192","116195",NA
"13709","JN626286.1","actinobacterium_LLX17_","37","0","0","2913","50634",NA
"13710","LN864819.1","actinobacterium_LLX17_","57","0","0","2913","50634",NA
"13711","NZ_KX523901.1","actinobacterium_LLX17_","12","0","0","2913","50634",NA
"13712","MT441554.1","actinobacterium_LLX17_","18","0","0","2913","50634",NA
"13713","JN626286.1","alpha_proteobacterium_L41A_","37","0","0","2962","45949",NA
"13714","LN864819.1","alpha_proteobacterium_L41A_","57","0","0","2962","45949",NA
"13715","NZ_KX523901.1","alpha_proteobacterium_L41A_","12","0","0","2962","45949",NA
"13716","MT441554.1","alpha_proteobacterium_L41A_","18","0","0","2962","45949",NA
"13717","JN626286.1","Burkholderia_phenoliruptrix_BR3459a_","37","76","74","6500","90962",NA
"13718","LN864819.1","Burkholderia_phenoliruptrix_BR3459a_","57","35","34","6500","90962",NA
"13719","NZ_KX523901.1","Burkholderia_phenoliruptrix_BR3459a_","12","0","0","6500","90962",NA
"13720","MT441554.1","Burkholderia_phenoliruptrix_BR3459a_","18","24","23","6500","90962",NA
"13721","JN626286.1","Sphingobacterium_sp._ACCC_05744_","37","0","0","3969","52458",NA
"13722","LN864819.1","Sphingobacterium_sp._ACCC_05744_","57","0","0","3969","52458",NA
"13723","NZ_KX523901.1","Sphingobacterium_sp._ACCC_05744_","12","0","0","3969","52458",NA
"13724","MT441554.1","Sphingobacterium_sp._ACCC_05744_","18","0","0","3969","52458",NA
"13725","JN626286.1","gamma_proteobacterium_WG36_","37","0","0","4623","72221",NA
"13726","LN864819.1","gamma_proteobacterium_WG36_","57","0","0","4623","72221",NA
"13727","NZ_KX523901.1","gamma_proteobacterium_WG36_","12","0","0","4623","72221",NA
"13728","MT441554.1","gamma_proteobacterium_WG36_","18","0","0","4623","72221",NA
"13729","JN626286.1","Flavobacterium_sp._WG21_","37","0","0","4270","59768",NA
"13730","LN864819.1","Flavobacterium_sp._WG21_","57","0","0","4270","59768",NA
"13731","NZ_KX523901.1","Flavobacterium_sp._WG21_","12","0","0","4270","59768",NA
"13732","MT441554.1","Flavobacterium_sp._WG21_","18","0","0","4270","59768",NA
"13733","JN626286.1","Blattabacterium_sp._","37","0","0","583","11044",NA
"13734","LN864819.1","Blattabacterium_sp._","57","0","0","583","11044",NA
"13735","NZ_KX523901.1","Blattabacterium_sp._","12","0","0","583","11044",NA
"13736","MT441554.1","Blattabacterium_sp._","18","0","0","583","11044",NA
"13737","JN626286.1","Lactococcus_garvieae_I113_","37","27","26","2151","38138",NA
"13738","LN864819.1","Lactococcus_garvieae_I113_","57","134","133","2151","38138",NA
"13739","NZ_KX523901.1","Lactococcus_garvieae_I113_","12","27","26","2151","38138",NA
"13740","MT441554.1","Lactococcus_garvieae_I113_","18","34","32","2151","38138",NA
"13741","JN626286.1","Alkalibacterium_sp._AK22_","37","0","0","2182","36462",NA
"13742","LN864819.1","Alkalibacterium_sp._AK22_","57","0","0","2182","36462",NA
"13743","NZ_KX523901.1","Alkalibacterium_sp._AK22_","12","0","0","2182","36462",NA
"13744","MT441554.1","Alkalibacterium_sp._AK22_","18","29","28","2182","36462",NA
"13745","JN626286.1","Leuconostoc_gelidum_JB7_","37","0","0","1797","20386",NA
"13746","LN864819.1","Leuconostoc_gelidum_JB7_","57","0","0","1797","20386",NA
"13747","NZ_KX523901.1","Leuconostoc_gelidum_JB7_","12","0","0","1797","20386",NA
"13748","MT441554.1","Leuconostoc_gelidum_JB7_","18","21","20","1797","20386",NA
"13749","JN626286.1","Leuconostoc_carnosum_JB16_","37","0","0","1567","20414",NA
"13750","LN864819.1","Leuconostoc_carnosum_JB16_","57","0","0","1567","20414",NA
"13751","NZ_KX523901.1","Leuconostoc_carnosum_JB16_","12","0","0","1567","20414",NA
"13752","MT441554.1","Leuconostoc_carnosum_JB16_","18","25","24","1567","20414",NA
"13753","JN626286.1","Candidatus_Microthrix_parvicella_RN1_","37","13","12","4244","55975",NA
"13754","LN864819.1","Candidatus_Microthrix_parvicella_RN1_","57","13","12","4244","55975",NA
"13755","NZ_KX523901.1","Candidatus_Microthrix_parvicella_RN1_","12","0","0","4244","55975",NA
"13756","MT441554.1","Candidatus_Microthrix_parvicella_RN1_","18","14","13","4244","55975",NA
"13757","JN626286.1","Brevibacterium_casei_S18_","37","0","0","3216","46689",NA
"13758","LN864819.1","Brevibacterium_casei_S18_","57","0","0","3216","46689",NA
"13759","NZ_KX523901.1","Brevibacterium_casei_S18_","12","0","0","3216","46689",NA
"13760","MT441554.1","Brevibacterium_casei_S18_","18","0","0","3216","46689",NA
"13761","JN626286.1","Staphylococcus_massiliensis_S46_","37","20","19","2324","34961",NA
"13762","LN864819.1","Staphylococcus_massiliensis_S46_","57","20","19","2324","34961",NA
"13763","NZ_KX523901.1","Staphylococcus_massiliensis_S46_","12","0","0","2324","34961",NA
"13764","MT441554.1","Staphylococcus_massiliensis_S46_","18","15","14","2324","34961",NA
"13765","JN626286.1","Chlamydia_avium_10DC88_","37","61","62","947","12193",NA
"13766","LN864819.1","Chlamydia_avium_10DC88_","57","61","62","947","12193",NA
"13767","NZ_KX523901.1","Chlamydia_avium_10DC88_","12","45","44","947","12193",NA
"13768","MT441554.1","Chlamydia_avium_10DC88_","18","48","47","947","12193",NA
"13769","JN626286.1","Moraxella_macacae_0408225_","37","0","0","1830","25920",NA
"13770","LN864819.1","Moraxella_macacae_0408225_","57","0","0","1830","25920",NA
"13771","NZ_KX523901.1","Moraxella_macacae_0408225_","12","0","0","1830","25920",NA
"13772","MT441554.1","Moraxella_macacae_0408225_","18","0","0","1830","25920",NA
"13773","JN626286.1","Salimicrobium_sp._MJ3_","37","0","0","2734","36983",NA
"13774","LN864819.1","Salimicrobium_sp._MJ3_","57","0","0","2734","36983",NA
"13775","NZ_KX523901.1","Salimicrobium_sp._MJ3_","12","0","0","2734","36983",NA
"13776","MT441554.1","Salimicrobium_sp._MJ3_","18","27","26","2734","36983",NA
"13777","JN626286.1","Clostridium_tetanomorphum_DSM_665_","37","0","0","6117","136198",NA
"13778","LN864819.1","Clostridium_tetanomorphum_DSM_665_","57","0","0","6117","136198",NA
"13779","NZ_KX523901.1","Clostridium_tetanomorphum_DSM_665_","12","0","0","6117","136198",NA
"13780","MT441554.1","Clostridium_tetanomorphum_DSM_665_","18","0","0","6117","136198",NA
"13781","JN626286.1","Legionella_anisa_str._Linanisette_","37","52","51","3901","51941",NA
"13782","LN864819.1","Legionella_anisa_str._Linanisette_","57","52","51","3901","51941",NA
"13783","NZ_KX523901.1","Legionella_anisa_str._Linanisette_","12","70","73","3901","51941",NA
"13784","MT441554.1","Legionella_anisa_str._Linanisette_","18","99","101","3901","51941",NA
"13785","JN626286.1","Bradyrhizobium_sp._DFCI-1_","37","37","36","7130","139799",NA
"13786","LN864819.1","Bradyrhizobium_sp._DFCI-1_","57","37","36","7130","139799",NA
"13787","NZ_KX523901.1","Bradyrhizobium_sp._DFCI-1_","12","0","0","7130","139799",NA
"13788","MT441554.1","Bradyrhizobium_sp._DFCI-1_","18","33","32","7130","139799",NA
"13789","JN626286.1","Paenisporosarcina_sp._TG-14_","37","0","0","3657","52470",NA
"13790","LN864819.1","Paenisporosarcina_sp._TG-14_","57","0","0","3657","52470",NA
"13791","NZ_KX523901.1","Paenisporosarcina_sp._TG-14_","12","0","0","3657","52470",NA
"13792","MT441554.1","Paenisporosarcina_sp._TG-14_","18","0","0","3657","52470",NA
"13793","JN626286.1","Nitratireductor_aquibiodomus_NL21_=_JCM_21793_","37","0","0","4928","88684",NA
"13794","LN864819.1","Nitratireductor_aquibiodomus_NL21_=_JCM_21793_","57","0","0","4928","88684",NA
"13795","NZ_KX523901.1","Nitratireductor_aquibiodomus_NL21_=_JCM_21793_","12","0","0","4928","88684",NA
"13796","MT441554.1","Nitratireductor_aquibiodomus_NL21_=_JCM_21793_","18","0","0","4928","88684",NA
"13797","JN626286.1","Nitratireductor_indicus_C115_","37","30","29","4827","82312",NA
"13798","LN864819.1","Nitratireductor_indicus_C115_","57","30","29","4827","82312",NA
"13799","NZ_KX523901.1","Nitratireductor_indicus_C115_","12","0","0","4827","82312",NA
"13800","MT441554.1","Nitratireductor_indicus_C115_","18","24","23","4827","82312",NA
"13801","JN626286.1","Thermotoga_sp._Mc24_","37","0","0","1804","33562",NA
"13802","LN864819.1","Thermotoga_sp._Mc24_","57","0","0","1804","33562",NA
"13803","NZ_KX523901.1","Thermotoga_sp._Mc24_","12","0","0","1804","33562",NA
"13804","MT441554.1","Thermotoga_sp._Mc24_","18","0","0","1804","33562",NA
"13805","JN626286.1","Lactobacillus_shenzhenensis_LY-73_","37","0","0","3142","38138",NA
"13806","LN864819.1","Lactobacillus_shenzhenensis_LY-73_","57","2","1","3142","38138",NA
"13807","NZ_KX523901.1","Lactobacillus_shenzhenensis_LY-73_","12","0","0","3142","38138",NA
"13808","MT441554.1","Lactobacillus_shenzhenensis_LY-73_","18","25","24","3142","38138",NA
"13809","JN626286.1","Lactococcus_garvieae_DCC43_","37","0","0","2231","35484",NA
"13810","LN864819.1","Lactococcus_garvieae_DCC43_","57","0","0","2231","35484",NA
"13811","NZ_KX523901.1","Lactococcus_garvieae_DCC43_","12","0","0","2231","35484",NA
"13812","MT441554.1","Lactococcus_garvieae_DCC43_","18","0","0","2231","35484",NA
"13813","JN626286.1","Pusillimonas_noertemannii_BS8_","37","0","0","3474","62620",NA
"13814","LN864819.1","Pusillimonas_noertemannii_BS8_","57","0","0","3474","62620",NA
"13815","NZ_KX523901.1","Pusillimonas_noertemannii_BS8_","12","0","0","3474","62620",NA
"13816","MT441554.1","Pusillimonas_noertemannii_BS8_","18","0","0","3474","62620",NA
"13817","JN626286.1","Oceaniovalibus_guishaninsula_JLT2003_","37","25","24","2840","50965",NA
"13818","LN864819.1","Oceaniovalibus_guishaninsula_JLT2003_","57","25","24","2840","50965",NA
"13819","NZ_KX523901.1","Oceaniovalibus_guishaninsula_JLT2003_","12","0","0","2840","50965",NA
"13820","MT441554.1","Oceaniovalibus_guishaninsula_JLT2003_","18","0","0","2840","50965",NA
"13821","JN626286.1","Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_","37","51","51","845","11543",NA
"13822","LN864819.1","Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_","57","51","51","845","11543",NA
"13823","NZ_KX523901.1","Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_","12","27","26","845","11543",NA
"13824","MT441554.1","Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_","18","48","46","845","11543",NA
"13825","JN626286.1","Desulfuromonas_sp._TF_","37","0","0","3909","77308",NA
"13826","LN864819.1","Desulfuromonas_sp._TF_","57","0","0","3909","77308",NA
"13827","NZ_KX523901.1","Desulfuromonas_sp._TF_","12","0","0","3909","77308",NA
"13828","MT441554.1","Desulfuromonas_sp._TF_","18","0","0","3909","77308",NA
"13829","JN626286.1","Corynebacterium_sp._GD7_","37","0","0","2079","31223",NA
"13830","LN864819.1","Corynebacterium_sp._GD7_","57","0","0","2079","31223",NA
"13831","NZ_KX523901.1","Corynebacterium_sp._GD7_","12","0","0","2079","31223",NA
"13832","MT441554.1","Corynebacterium_sp._GD7_","18","0","0","2079","31223",NA
"13833","JN626286.1","Megasphaera_sp._NP3_","37","0","0","2348","36835",NA
"13834","LN864819.1","Megasphaera_sp._NP3_","57","0","0","2348","36835",NA
"13835","NZ_KX523901.1","Megasphaera_sp._NP3_","12","0","0","2348","36835",NA
"13836","MT441554.1","Megasphaera_sp._NP3_","18","0","0","2348","36835",NA
"13837","JN626286.1","Nesterenkonia_sp._NP1_","37","0","0","2502","32644",NA
"13838","LN864819.1","Nesterenkonia_sp._NP1_","57","0","0","2502","32644",NA
"13839","NZ_KX523901.1","Nesterenkonia_sp._NP1_","12","0","0","2502","32644",NA
"13840","MT441554.1","Nesterenkonia_sp._NP1_","18","0","0","2502","32644",NA
"13841","JN626286.1","Nosocomiicoccus_sp._NP2_","37","0","0","1617","28509",NA
"13842","LN864819.1","Nosocomiicoccus_sp._NP2_","57","0","0","1617","28509",NA
"13843","NZ_KX523901.1","Nosocomiicoccus_sp._NP2_","12","0","0","1617","28509",NA
"13844","MT441554.1","Nosocomiicoccus_sp._NP2_","18","0","0","1617","28509",NA
"13845","JN626286.1","Coriobacteriaceae_bacterium_GD5_","37","0","0","1872","47551",NA
"13846","LN864819.1","Coriobacteriaceae_bacterium_GD5_","57","0","0","1872","47551",NA
"13847","NZ_KX523901.1","Coriobacteriaceae_bacterium_GD5_","12","0","0","1872","47551",NA
"13848","MT441554.1","Coriobacteriaceae_bacterium_GD5_","18","0","0","1872","47551",NA
"13849","JN626286.1","Desulfobacula_sp._TS_","37","0","0","5515","151421",NA
"13850","LN864819.1","Desulfobacula_sp._TS_","57","0","0","5515","151421",NA
"13851","NZ_KX523901.1","Desulfobacula_sp._TS_","12","0","0","5515","151421",NA
"13852","MT441554.1","Desulfobacula_sp._TS_","18","0","0","5515","151421",NA
"13853","JN626286.1","Clostridiales_bacterium_VE202-13_","37","0","0","3702","68064",NA
"13854","LN864819.1","Clostridiales_bacterium_VE202-13_","57","0","0","3702","68064",NA
"13855","NZ_KX523901.1","Clostridiales_bacterium_VE202-13_","12","0","0","3702","68064",NA
"13856","MT441554.1","Clostridiales_bacterium_VE202-13_","18","0","0","3702","68064",NA
"13857","JN626286.1","Clostridiales_bacterium_VE202-18_","37","0","0","3726","140964",NA
"13858","LN864819.1","Clostridiales_bacterium_VE202-18_","57","0","0","3726","140964",NA
"13859","NZ_KX523901.1","Clostridiales_bacterium_VE202-18_","12","0","0","3726","140964",NA
"13860","MT441554.1","Clostridiales_bacterium_VE202-18_","18","0","0","3726","140964",NA
"13861","JN626286.1","Clostridiales_bacterium_VE202-09_","37","0","0","3441","132327",NA
"13862","LN864819.1","Clostridiales_bacterium_VE202-09_","57","0","0","3441","132327",NA
"13863","NZ_KX523901.1","Clostridiales_bacterium_VE202-09_","12","0","0","3441","132327",NA
"13864","MT441554.1","Clostridiales_bacterium_VE202-09_","18","0","0","3441","132327",NA
"13865","JN626286.1","Clostridiales_bacterium_VE202-08_","37","0","0","3234","172657",NA
"13866","LN864819.1","Clostridiales_bacterium_VE202-08_","57","0","0","3234","172657",NA
"13867","NZ_KX523901.1","Clostridiales_bacterium_VE202-08_","12","0","0","3234","172657",NA
"13868","MT441554.1","Clostridiales_bacterium_VE202-08_","18","0","0","3234","172657",NA
"13869","JN626286.1","Clostridiales_bacterium_VE202-14_","37","0","0","2984","50504",NA
"13870","LN864819.1","Clostridiales_bacterium_VE202-14_","57","0","0","2984","50504",NA
"13871","NZ_KX523901.1","Clostridiales_bacterium_VE202-14_","12","0","0","2984","50504",NA
"13872","MT441554.1","Clostridiales_bacterium_VE202-14_","18","0","0","2984","50504",NA
"13873","JN626286.1","Clostridiales_bacterium_VE202-21_","37","0","0","4937","109910",NA
"13874","LN864819.1","Clostridiales_bacterium_VE202-21_","57","0","0","4937","109910",NA
"13875","NZ_KX523901.1","Clostridiales_bacterium_VE202-21_","12","0","0","4937","109910",NA
"13876","MT441554.1","Clostridiales_bacterium_VE202-21_","18","0","0","4937","109910",NA
"13877","JN626286.1","Staphylococcus_sciuri_subsp._sciuri_Z8_","37","23","38","2630","32258",NA
"13878","LN864819.1","Staphylococcus_sciuri_subsp._sciuri_Z8_","57","23","38","2630","32258",NA
"13879","NZ_KX523901.1","Staphylococcus_sciuri_subsp._sciuri_Z8_","12","0","0","2630","32258",NA
"13880","MT441554.1","Staphylococcus_sciuri_subsp._sciuri_Z8_","18","25","24","2630","32258",NA
"13881","JN626286.1","Marinobacterium_sp._AK27_","37","22","21","4145","78869",NA
"13882","LN864819.1","Marinobacterium_sp._AK27_","57","22","21","4145","78869",NA
"13883","NZ_KX523901.1","Marinobacterium_sp._AK27_","12","0","0","4145","78869",NA
"13884","MT441554.1","Marinobacterium_sp._AK27_","18","27","26","4145","78869",NA
"13885","JN626286.1","Chryseobacterium_sp._JM1_","37","0","0","4369","51005",NA
"13886","LN864819.1","Chryseobacterium_sp._JM1_","57","0","0","4369","51005",NA
"13887","NZ_KX523901.1","Chryseobacterium_sp._JM1_","12","0","0","4369","51005",NA
"13888","MT441554.1","Chryseobacterium_sp._JM1_","18","0","0","4369","51005",NA
"13889","JN626286.1","Epilithonimonas_sp._FH1_","37","0","0","3367","38805",NA
"13890","LN864819.1","Epilithonimonas_sp._FH1_","57","0","0","3367","38805",NA
"13891","NZ_KX523901.1","Epilithonimonas_sp._FH1_","12","0","0","3367","38805",NA
"13892","MT441554.1","Epilithonimonas_sp._FH1_","18","0","0","3367","38805",NA
"13893","JN626286.1","Dyella_ginsengisoli_LA-4_","37","0","0","3863","68640",NA
"13894","LN864819.1","Dyella_ginsengisoli_LA-4_","57","0","0","3863","68640",NA
"13895","NZ_KX523901.1","Dyella_ginsengisoli_LA-4_","12","0","0","3863","68640",NA
"13896","MT441554.1","Dyella_ginsengisoli_LA-4_","18","0","0","3863","68640",NA
"13897","JN626286.1","Catellicoccus_marimammalium_M35-04-3_","37","0","0","1198","23514",NA
"13898","LN864819.1","Catellicoccus_marimammalium_M35-04-3_","57","0","0","1198","23514",NA
"13899","NZ_KX523901.1","Catellicoccus_marimammalium_M35-04-3_","12","0","0","1198","23514",NA
"13900","MT441554.1","Catellicoccus_marimammalium_M35-04-3_","18","31","30","1198","23514",NA
"13901","JN626286.1","Staphylococcus_sp._E463_","37","0","0","2444","36637",NA
"13902","LN864819.1","Staphylococcus_sp._E463_","57","0","0","2444","36637",NA
"13903","NZ_KX523901.1","Staphylococcus_sp._E463_","12","0","0","2444","36637",NA
"13904","MT441554.1","Staphylococcus_sp._E463_","18","0","0","2444","36637",NA
"13905","JN626286.1","alpha_proteobacterium_JLT2015_","37","0","0","3058","42407",NA
"13906","LN864819.1","alpha_proteobacterium_JLT2015_","57","0","0","3058","42407",NA
"13907","NZ_KX523901.1","alpha_proteobacterium_JLT2015_","12","0","0","3058","42407",NA
"13908","MT441554.1","alpha_proteobacterium_JLT2015_","18","0","0","3058","42407",NA
"13909","JN626286.1","Geobacillus_caldoxylosilyticus_CIC9_","37","33","32","3723","67756",NA
"13910","LN864819.1","Geobacillus_caldoxylosilyticus_CIC9_","57","33","32","3723","67756",NA
"13911","NZ_KX523901.1","Geobacillus_caldoxylosilyticus_CIC9_","12","0","0","3723","67756",NA
"13912","MT441554.1","Geobacillus_caldoxylosilyticus_CIC9_","18","28","27","3723","67756",NA
"13913","JN626286.1","Carnobacterium_maltaromaticum_LMA28_","37","0","0","3595","44154",NA
"13914","LN864819.1","Carnobacterium_maltaromaticum_LMA28_","57","9","8","3595","44154",NA
"13915","NZ_KX523901.1","Carnobacterium_maltaromaticum_LMA28_","12","8","7","3595","44154",NA
"13916","MT441554.1","Carnobacterium_maltaromaticum_LMA28_","18","37","35","3595","44154",NA
"13917","JN626286.1","Bhargavaea_cecembensis_DSE10_","37","103","117","3170","46919",NA
"13918","LN864819.1","Bhargavaea_cecembensis_DSE10_","57","103","117","3170","46919",NA
"13919","NZ_KX523901.1","Bhargavaea_cecembensis_DSE10_","12","74","72","3170","46919",NA
"13920","MT441554.1","Bhargavaea_cecembensis_DSE10_","18","57","56","3170","46919",NA
"13921","JN626286.1","Ralstonia_sp._AU12-08_","37","34","33","5784","99035",NA
"13922","LN864819.1","Ralstonia_sp._AU12-08_","57","34","33","5784","99035",NA
"13923","NZ_KX523901.1","Ralstonia_sp._AU12-08_","12","0","0","5784","99035",NA
"13924","MT441554.1","Ralstonia_sp._AU12-08_","18","26","25","5784","99035",NA
"13925","JN626286.1","Salinicoccus_carnicancri_Crm_","37","0","0","2562","41640",NA
"13926","LN864819.1","Salinicoccus_carnicancri_Crm_","57","0","0","2562","41640",NA
"13927","NZ_KX523901.1","Salinicoccus_carnicancri_Crm_","12","0","0","2562","41640",NA
"13928","MT441554.1","Salinicoccus_carnicancri_Crm_","18","0","0","2562","41640",NA
"13929","JN626286.1","Bacteroides_massiliensis_dnLKV3_","37","0","0","4574","70850",NA
"13930","LN864819.1","Bacteroides_massiliensis_dnLKV3_","57","0","0","4574","70850",NA
"13931","NZ_KX523901.1","Bacteroides_massiliensis_dnLKV3_","12","0","0","4574","70850",NA
"13932","MT441554.1","Bacteroides_massiliensis_dnLKV3_","18","0","0","4574","70850",NA
"13933","JN626286.1","Eubacterium_sp._14-2_","37","0","0","3782","73733",NA
"13934","LN864819.1","Eubacterium_sp._14-2_","57","0","0","3782","73733",NA
"13935","NZ_KX523901.1","Eubacterium_sp._14-2_","12","0","0","3782","73733",NA
