"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"1788","JN626286.1","Methylococcus_capsulatus_str._Bath_","37","0","0","4007","37071",NA
"1789","LN864819.1","Methylococcus_capsulatus_str._Bath_","57","27","26","4007","37071",NA
"1790","NZ_KX523901.1","Methylococcus_capsulatus_str._Bath_","12","0","0","4007","37071",NA
"1791","MT441554.1","Methylococcus_capsulatus_str._Bath_","18","38","37","4007","37071",NA
"1792","JN626286.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","37","116","133","4742","65744",NA
"1793","LN864819.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","57","92","108","4742","65744",NA
"1794","NZ_KX523901.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","12","46","45","4742","65744",NA
"1795","MT441554.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","18","57","56","4742","65744",NA
"1796","JN626286.1","Mycoplasma_arthritidis_158L3-1_","37","60","67","631","10029",NA
"1797","LN864819.1","Mycoplasma_arthritidis_158L3-1_","57","60","67","631","10029",NA
"1798","NZ_KX523901.1","Mycoplasma_arthritidis_158L3-1_","12","45","44","631","10029",NA
"1799","MT441554.1","Mycoplasma_arthritidis_158L3-1_","18","52","50","631","10029",NA
"1800","JN626286.1","Mycoplasma_genitalium_G37_","37","66","65","476","12732",NA
"1801","LN864819.1","Mycoplasma_genitalium_G37_","57","66","65","476","12732",NA
"1802","NZ_KX523901.1","Mycoplasma_genitalium_G37_","12","66","65","476","12732",NA
"1803","MT441554.1","Mycoplasma_genitalium_G37_","18","66","65","476","12732",NA
"1804","JN626286.1","Thermotoga_maritima_MSB8_","37","49","48","1871","32607",NA
"1805","LN864819.1","Thermotoga_maritima_MSB8_","57","49","48","1871","32607",NA
"1806","NZ_KX523901.1","Thermotoga_maritima_MSB8_","12","49","48","1871","32607",NA
"1807","MT441554.1","Thermotoga_maritima_MSB8_","18","49","48","1871","32607",NA
"1808","JN626286.1","Treponema_denticola_ATCC_35405_","37","75","74","2779","38023",NA
"1809","LN864819.1","Treponema_denticola_ATCC_35405_","57","75","74","2779","38023",NA
"1810","NZ_KX523901.1","Treponema_denticola_ATCC_35405_","12","75","74","2779","38023",NA
"1811","MT441554.1","Treponema_denticola_ATCC_35405_","18","96","97","2779","38023",NA
"1812","JN626286.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","37","29","38","978","21673",NA
"1813","LN864819.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","57","29","38","978","21673",NA
"1814","NZ_KX523901.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","12","0","0","978","21673",NA
"1815","MT441554.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","18","0","0","978","21673",NA
"1816","JN626286.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","37","161","170","3860","73449",NA
"1817","LN864819.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","57","161","170","3860","73449",NA
"1818","NZ_KX523901.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","12","101","100","3860","73449",NA
"1819","MT441554.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","18","140","151","3860","73449",NA
"1820","JN626286.1","Chromobacterium_violaceum_ATCC_12472_","37","182","220","4414","72864",NA
"1821","LN864819.1","Chromobacterium_violaceum_ATCC_12472_","57","182","220","4414","72864",NA
"1822","NZ_KX523901.1","Chromobacterium_violaceum_ATCC_12472_","12","146","178","4414","72864",NA
"1823","MT441554.1","Chromobacterium_violaceum_ATCC_12472_","18","164","205","4414","72864",NA
"1824","JN626286.1","Pseudomonas_lutea_","37","22","21","4612","87815",NA
"1825","LN864819.1","Pseudomonas_lutea_","57","22","21","4612","87815",NA
"1826","NZ_KX523901.1","Pseudomonas_lutea_","12","0","0","4612","87815",NA
"1827","MT441554.1","Pseudomonas_lutea_","18","27","26","4612","87815",NA
"1828","JN626286.1","Candidatus_Caedibacter_acanthamoebae_","37","0","0","1470","13574",NA
"1829","LN864819.1","Candidatus_Caedibacter_acanthamoebae_","57","0","0","1470","13574",NA
"1830","NZ_KX523901.1","Candidatus_Caedibacter_acanthamoebae_","12","0","0","1470","13574",NA
"1831","MT441554.1","Candidatus_Caedibacter_acanthamoebae_","18","0","0","1470","13574",NA
"1832","JN626286.1","Candidatus_Paracaedibacter_symbiosus_","37","0","0","2495","32302",NA
"1833","LN864819.1","Candidatus_Paracaedibacter_symbiosus_","57","0","0","2495","32302",NA
"1834","NZ_KX523901.1","Candidatus_Paracaedibacter_symbiosus_","12","0","0","2495","32302",NA
"1835","MT441554.1","Candidatus_Paracaedibacter_symbiosus_","18","0","0","2495","32302",NA
"1836","JN626286.1","Carboxydothermus_hydrogenoformans_Z-2901_","37","34","57","2624","38640",NA
"1837","LN864819.1","Carboxydothermus_hydrogenoformans_Z-2901_","57","34","57","2624","38640",NA
"1838","NZ_KX523901.1","Carboxydothermus_hydrogenoformans_Z-2901_","12","0","0","2624","38640",NA
"1839","MT441554.1","Carboxydothermus_hydrogenoformans_Z-2901_","18","33","32","2624","38640",NA
"1840","JN626286.1","Dichelobacter_nodosus_VCS1703A_","37","0","0","1281","17684",NA
"1841","LN864819.1","Dichelobacter_nodosus_VCS1703A_","57","0","0","1281","17684",NA
"1842","NZ_KX523901.1","Dichelobacter_nodosus_VCS1703A_","12","0","0","1281","17684",NA
"1843","MT441554.1","Dichelobacter_nodosus_VCS1703A_","18","27","26","1281","17684",NA
"1844","JN626286.1","Mycobacterium_smegmatis_str._MC2_155_","37","181","204","6692","111836",NA
"1845","LN864819.1","Mycobacterium_smegmatis_str._MC2_155_","57","181","204","6692","111836",NA
"1846","NZ_KX523901.1","Mycobacterium_smegmatis_str._MC2_155_","12","87","85","6692","111836",NA
"1847","MT441554.1","Mycobacterium_smegmatis_str._MC2_155_","18","105","110","6692","111836",NA
"1848","JN626286.1","Myxococcus_xanthus_DK_1622_","37","100","100","7339","110146",NA
"1849","LN864819.1","Myxococcus_xanthus_DK_1622_","57","100","100","7339","110146",NA
"1850","NZ_KX523901.1","Myxococcus_xanthus_DK_1622_","12","79","78","7339","110146",NA
"1851","MT441554.1","Myxococcus_xanthus_DK_1622_","18","93","100","7339","110146",NA
"1852","JN626286.1","Ruminococcus_albus_8_","37","0","0","3839","47513",NA
"1853","LN864819.1","Ruminococcus_albus_8_","57","0","0","3839","47513",NA
"1854","NZ_KX523901.1","Ruminococcus_albus_8_","12","0","0","3839","47513",NA
"1855","MT441554.1","Ruminococcus_albus_8_","18","0","0","3839","47513",NA
"1856","JN626286.1","Ruegeria_pomeroyi_DSS-3_","37","122","156","4283","53713",NA
"1857","LN864819.1","Ruegeria_pomeroyi_DSS-3_","57","122","156","4283","53713",NA
"1858","NZ_KX523901.1","Ruegeria_pomeroyi_DSS-3_","12","64","63","4283","53713",NA
"1859","MT441554.1","Ruegeria_pomeroyi_DSS-3_","18","89","94","4283","53713",NA
"1860","JN626286.1","Streptococcus_mitis_NCTC_12261_","37","0","0","1636","28219",NA
"1861","LN864819.1","Streptococcus_mitis_NCTC_12261_","57","60","64","1636","28219",NA
"1862","NZ_KX523901.1","Streptococcus_mitis_NCTC_12261_","12","8","7","1636","28219",NA
"1863","MT441554.1","Streptococcus_mitis_NCTC_12261_","18","8","7","1636","28219",NA
"1864","JN626286.1","Nocardia_farcinica_IFM_10152_","37","67","66","5854","77161",NA
"1865","LN864819.1","Nocardia_farcinica_IFM_10152_","57","67","66","5854","77161",NA
"1866","NZ_KX523901.1","Nocardia_farcinica_IFM_10152_","12","67","66","5854","77161",NA
"1867","MT441554.1","Nocardia_farcinica_IFM_10152_","18","81","82","5854","77161",NA
"1868","JN626286.1","planctomycete_KSU-1_","37","20","19","3631","47960",NA
"1869","LN864819.1","planctomycete_KSU-1_","57","20","19","3631","47960",NA
"1870","NZ_KX523901.1","planctomycete_KSU-1_","12","0","0","3631","47960",NA
"1871","MT441554.1","planctomycete_KSU-1_","18","0","0","3631","47960",NA
"1872","JN626286.1","marine_gamma_proteobacterium_HTCC2143_","37","26","25","3662","52733",NA
"1873","LN864819.1","marine_gamma_proteobacterium_HTCC2143_","57","26","25","3662","52733",NA
"1874","NZ_KX523901.1","marine_gamma_proteobacterium_HTCC2143_","12","0","0","3662","52733",NA
"1875","MT441554.1","marine_gamma_proteobacterium_HTCC2143_","18","38","37","3662","52733",NA
"1876","JN626286.1","marine_gamma_proteobacterium_HTCC2148_","37","30","40","3828","65675",NA
"1877","LN864819.1","marine_gamma_proteobacterium_HTCC2148_","57","30","40","3828","65675",NA
"1878","NZ_KX523901.1","marine_gamma_proteobacterium_HTCC2148_","12","0","0","3828","65675",NA
"1879","MT441554.1","marine_gamma_proteobacterium_HTCC2148_","18","43","42","3828","65675",NA
"1880","JN626286.1","marine_gamma_proteobacterium_HTCC2080_","37","0","0","3185","48706",NA
"1881","LN864819.1","marine_gamma_proteobacterium_HTCC2080_","57","0","0","3185","48706",NA
"1882","NZ_KX523901.1","marine_gamma_proteobacterium_HTCC2080_","12","0","0","3185","48706",NA
"1883","MT441554.1","marine_gamma_proteobacterium_HTCC2080_","18","40","39","3185","48706",NA
"1884","JN626286.1","Chroococcidiopsis_thermalis_PCC_7203_","37","21","20","5413","64582",NA
"1885","LN864819.1","Chroococcidiopsis_thermalis_PCC_7203_","57","21","20","5413","64582",NA
"1886","NZ_KX523901.1","Chroococcidiopsis_thermalis_PCC_7203_","12","0","0","5413","64582",NA
"1887","MT441554.1","Chroococcidiopsis_thermalis_PCC_7203_","18","0","0","5413","64582",NA
"1888","JN626286.1","Oceanicola_batsensis_HTCC2597_","37","22","21","3372","58005",NA
"1889","LN864819.1","Oceanicola_batsensis_HTCC2597_","57","22","21","3372","58005",NA
"1890","NZ_KX523901.1","Oceanicola_batsensis_HTCC2597_","12","0","0","3372","58005",NA
"1891","MT441554.1","Oceanicola_batsensis_HTCC2597_","18","16","15","3372","58005",NA
"1892","JN626286.1","Streptomyces_sp._C_","37","0","0","7551","124799",NA
"1893","LN864819.1","Streptomyces_sp._C_","57","0","0","7551","124799",NA
"1894","NZ_KX523901.1","Streptomyces_sp._C_","12","0","0","7551","124799",NA
"1895","MT441554.1","Streptomyces_sp._C_","18","0","0","7551","124799",NA
"1896","JN626286.1","Ehrlichia_ruminantium_str._Welgevonden_","37","58","71","888","13368",NA
"1897","LN864819.1","Ehrlichia_ruminantium_str._Welgevonden_","57","58","71","888","13368",NA
"1898","NZ_KX523901.1","Ehrlichia_ruminantium_str._Welgevonden_","12","35","34","888","13368",NA
"1899","MT441554.1","Ehrlichia_ruminantium_str._Welgevonden_","18","40","40","888","13368",NA
"1900","JN626286.1","Dehalococcoides_mccartyi_CBDB1_","37","68","70","1458","16752",NA
"1901","LN864819.1","Dehalococcoides_mccartyi_CBDB1_","57","68","70","1458","16752",NA
"1902","NZ_KX523901.1","Dehalococcoides_mccartyi_CBDB1_","12","51","50","1458","16752",NA
"1903","MT441554.1","Dehalococcoides_mccartyi_CBDB1_","18","61","61","1458","16752",NA
"1904","JN626286.1","Bordetella_bronchiseptica_RB50_","37","192","252","5058","82481",NA
"1905","LN864819.1","Bordetella_bronchiseptica_RB50_","57","192","252","5058","82481",NA
"1906","NZ_KX523901.1","Bordetella_bronchiseptica_RB50_","12","76","75","5058","82481",NA
"1907","MT441554.1","Bordetella_bronchiseptica_RB50_","18","119","129","5058","82481",NA
"1908","JN626286.1","Bordetella_pertussis_Tohama_I_","37","138","174","3475","43346",NA
"1909","LN864819.1","Bordetella_pertussis_Tohama_I_","57","138","174","3475","43346",NA
"1910","NZ_KX523901.1","Bordetella_pertussis_Tohama_I_","12","57","56","3475","43346",NA
"1911","MT441554.1","Bordetella_pertussis_Tohama_I_","18","83","90","3475","43346",NA
"1912","JN626286.1","Lactobacillus_johnsonii_NCC_533_","37","0","0","1823","26462",NA
"1913","LN864819.1","Lactobacillus_johnsonii_NCC_533_","57","0","0","1823","26462",NA
"1914","NZ_KX523901.1","Lactobacillus_johnsonii_NCC_533_","12","0","0","1823","26462",NA
"1915","MT441554.1","Lactobacillus_johnsonii_NCC_533_","18","23","22","1823","26462",NA
"1916","JN626286.1","Rickettsia_typhi_str._Wilmington_","37","75","98","839","15181",NA
"1917","LN864819.1","Rickettsia_typhi_str._Wilmington_","57","75","98","839","15181",NA
"1918","NZ_KX523901.1","Rickettsia_typhi_str._Wilmington_","12","42","41","839","15181",NA
"1919","MT441554.1","Rickettsia_typhi_str._Wilmington_","18","75","78","839","15181",NA
"1920","JN626286.1","Kitasatospora_arboriphila_","37","0","0","5211","96126",NA
"1921","LN864819.1","Kitasatospora_arboriphila_","57","0","0","5211","96126",NA
"1922","NZ_KX523901.1","Kitasatospora_arboriphila_","12","0","0","5211","96126",NA
"1923","MT441554.1","Kitasatospora_arboriphila_","18","0","0","5211","96126",NA
"1924","JN626286.1","Mycobacterium_cosmeticum_","37","55","54","6281","126611",NA
"1925","LN864819.1","Mycobacterium_cosmeticum_","57","55","54","6281","126611",NA
"1926","NZ_KX523901.1","Mycobacterium_cosmeticum_","12","0","0","6281","126611",NA
"1927","MT441554.1","Mycobacterium_cosmeticum_","18","18","17","6281","126611",NA
"1928","JN626286.1","Rhodopseudomonas_palustris_CGA009_","37","150","151","4828","102643",NA
"1929","LN864819.1","Rhodopseudomonas_palustris_CGA009_","57","150","151","4828","102643",NA
"1930","NZ_KX523901.1","Rhodopseudomonas_palustris_CGA009_","12","77","76","4828","102643",NA
"1931","MT441554.1","Rhodopseudomonas_palustris_CGA009_","18","121","124","4828","102643",NA
"1932","JN626286.1","Psychrobacter_arcticus_273-4_","37","70","74","2130","30388",NA
"1933","LN864819.1","Psychrobacter_arcticus_273-4_","57","65","68","2130","30388",NA
"1934","NZ_KX523901.1","Psychrobacter_arcticus_273-4_","12","41","40","2130","30388",NA
"1935","MT441554.1","Psychrobacter_arcticus_273-4_","18","65","68","2130","30388",NA
"1936","JN626286.1","Bacillus_anthracis_str._Sterne_","37","108","108","5287","58828",NA
"1937","LN864819.1","Bacillus_anthracis_str._Sterne_","57","108","108","5287","58828",NA
"1938","NZ_KX523901.1","Bacillus_anthracis_str._Sterne_","12","78","77","5287","58828",NA
"1939","MT441554.1","Bacillus_anthracis_str._Sterne_","18","96","98","5287","58828",NA
"1940","JN626286.1","Nitrosomonas_sp._Is79A3_","37","0","0","3372","38246",NA
"1941","LN864819.1","Nitrosomonas_sp._Is79A3_","57","0","0","3372","38246",NA
"1942","NZ_KX523901.1","Nitrosomonas_sp._Is79A3_","12","0","0","3372","38246",NA
"1943","MT441554.1","Nitrosomonas_sp._Is79A3_","18","31","30","3372","38246",NA
"1944","JN626286.1","Buchnera_aphidicola_","37","42","41","359","8681",NA
"1945","LN864819.1","Buchnera_aphidicola_","57","42","41","359","8681",NA
"1946","NZ_KX523901.1","Buchnera_aphidicola_","12","42","41","359","8681",NA
"1947","MT441554.1","Buchnera_aphidicola_","18","42","41","359","8681",NA
"1948","JN626286.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","37","134","151","4356","66740",NA
"1949","LN864819.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","57","121","138","4356","66740",NA
"1950","NZ_KX523901.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","12","60","59","4356","66740",NA
"1951","MT441554.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","18","68","68","4356","66740",NA
"1952","JN626286.1","Exiguobacterium_sibiricum_255-15_","37","0","0","3014","38749",NA
"1953","LN864819.1","Exiguobacterium_sibiricum_255-15_","57","0","0","3014","38749",NA
"1954","NZ_KX523901.1","Exiguobacterium_sibiricum_255-15_","12","0","0","3014","38749",NA
"1955","MT441554.1","Exiguobacterium_sibiricum_255-15_","18","21","20","3014","38749",NA
"1956","JN626286.1","Mycoplasma_hyopneumoniae_J_","37","58","57","677","11252",NA
"1957","LN864819.1","Mycoplasma_hyopneumoniae_J_","57","58","57","677","11252",NA
"1958","NZ_KX523901.1","Mycoplasma_hyopneumoniae_J_","12","58","57","677","11252",NA
"1959","MT441554.1","Mycoplasma_hyopneumoniae_J_","18","58","57","677","11252",NA
"1960","JN626286.1","Mycoplasma_synoviae_53_","37","41","40","682","9415",NA
"1961","LN864819.1","Mycoplasma_synoviae_53_","57","41","40","682","9415",NA
"1962","NZ_KX523901.1","Mycoplasma_synoviae_53_","12","41","40","682","9415",NA
"1963","MT441554.1","Mycoplasma_synoviae_53_","18","41","40","682","9415",NA
"1964","JN626286.1","Thermus_thermophilus_HB27_","37","15","14","2215","36088",NA
"1965","LN864819.1","Thermus_thermophilus_HB27_","57","15","14","2215","36088",NA
"1966","NZ_KX523901.1","Thermus_thermophilus_HB27_","12","0","0","2215","36088",NA
"1967","MT441554.1","Thermus_thermophilus_HB27_","18","17","16","2215","36088",NA
"1968","JN626286.1","Onion_yellows_phytoplasma_OY-M_","37","0","0","780","15449",NA
"1969","LN864819.1","Onion_yellows_phytoplasma_OY-M_","57","0","0","780","15449",NA
"1970","NZ_KX523901.1","Onion_yellows_phytoplasma_OY-M_","12","0","0","780","15449",NA
"1971","MT441554.1","Onion_yellows_phytoplasma_OY-M_","18","0","0","780","15449",NA
"1972","JN626286.1","Verrucosispora_maris_AB-18-032_","37","0","0","6009","71150",NA
"1973","LN864819.1","Verrucosispora_maris_AB-18-032_","57","0","0","6009","71150",NA
"1974","NZ_KX523901.1","Verrucosispora_maris_AB-18-032_","12","0","0","6009","71150",NA
"1975","MT441554.1","Verrucosispora_maris_AB-18-032_","18","16","15","6009","71150",NA
"1976","JN626286.1","Ralstonia_eutropha_JMP134_","37","59","58","6365","104892",NA
"1977","LN864819.1","Ralstonia_eutropha_JMP134_","57","65","63","6365","104892",NA
"1978","NZ_KX523901.1","Ralstonia_eutropha_JMP134_","12","0","0","6365","104892",NA
"1979","MT441554.1","Ralstonia_eutropha_JMP134_","18","33","32","6365","104892",NA
"1980","JN626286.1","Streptococcus_thermophilus_LMG_18311_","37","0","0","1895","24893",NA
"1981","LN864819.1","Streptococcus_thermophilus_LMG_18311_","57","0","0","1895","24893",NA
"1982","NZ_KX523901.1","Streptococcus_thermophilus_LMG_18311_","12","0","0","1895","24893",NA
"1983","MT441554.1","Streptococcus_thermophilus_LMG_18311_","18","0","0","1895","24893",NA
"1984","JN626286.1","Candidatus_Protochlamydia_amoebophila_UWE25_","37","91","164","2036","20080",NA
"1985","LN864819.1","Candidatus_Protochlamydia_amoebophila_UWE25_","57","96","169","2036","20080",NA
"1986","NZ_KX523901.1","Candidatus_Protochlamydia_amoebophila_UWE25_","12","72","77","2036","20080",NA
"1987","MT441554.1","Candidatus_Protochlamydia_amoebophila_UWE25_","18","77","83","2036","20080",NA
"1988","JN626286.1","Chlamydophila_felis_Fe-C-56_","37","59","62","1013","11391",NA
"1989","LN864819.1","Chlamydophila_felis_Fe-C-56_","57","59","62","1013","11391",NA
"1990","NZ_KX523901.1","Chlamydophila_felis_Fe-C-56_","12","39","38","1013","11391",NA
"1991","MT441554.1","Chlamydophila_felis_Fe-C-56_","18","42","41","1013","11391",NA
"1992","JN626286.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","37","0","0","1736","21271",NA
"1993","LN864819.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","57","0","0","1736","21271",NA
"1994","NZ_KX523901.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","12","0","0","1736","21271",NA
"1995","MT441554.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","18","0","0","1736","21271",NA
"1996","JN626286.1","Bdellovibrio_bacteriovorus_HD100_","37","118","126","3587","46222",NA
"1997","LN864819.1","Bdellovibrio_bacteriovorus_HD100_","57","149","158","3587","46222",NA
"1998","NZ_KX523901.1","Bdellovibrio_bacteriovorus_HD100_","12","81","80","3587","46222",NA
"1999","MT441554.1","Bdellovibrio_bacteriovorus_HD100_","18","81","80","3587","46222",NA
"2000","JN626286.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","37","185","205","5129","83090",NA
"2001","LN864819.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","57","185","205","5129","83090",NA
"2002","NZ_KX523901.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","12","0","0","5129","83090",NA
"2003","MT441554.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","18","22","21","5129","83090",NA
"2004","JN626286.1","Prevotella_ruminicola_23_","37","25","24","2765","39739",NA
"2005","LN864819.1","Prevotella_ruminicola_23_","57","25","24","2765","39739",NA
"2006","NZ_KX523901.1","Prevotella_ruminicola_23_","12","25","24","2765","39739",NA
"2007","MT441554.1","Prevotella_ruminicola_23_","18","40","39","2765","39739",NA
"2008","JN626286.1","Moorella_thermoacetica_ATCC_39073_","37","31","30","2467","37044",NA
"2009","LN864819.1","Moorella_thermoacetica_ATCC_39073_","57","31","30","2467","37044",NA
"2010","NZ_KX523901.1","Moorella_thermoacetica_ATCC_39073_","12","0","0","2467","37044",NA
"2011","MT441554.1","Moorella_thermoacetica_ATCC_39073_","18","17","16","2467","37044",NA
"2012","JN626286.1","Methylobacillus_flagellatus_KT_","37","23","22","2872","39002",NA
"2013","LN864819.1","Methylobacillus_flagellatus_KT_","57","23","22","2872","39002",NA
"2014","NZ_KX523901.1","Methylobacillus_flagellatus_KT_","12","0","0","2872","39002",NA
"2015","MT441554.1","Methylobacillus_flagellatus_KT_","18","23","22","2872","39002",NA
"2016","JN626286.1","Mesoplasma_florum_L1_","37","0","0","906","15095",NA
"2017","LN864819.1","Mesoplasma_florum_L1_","57","0","0","906","15095",NA
"2018","NZ_KX523901.1","Mesoplasma_florum_L1_","12","0","0","906","15095",NA
"2019","MT441554.1","Mesoplasma_florum_L1_","18","0","0","906","15095",NA
"2020","JN626286.1","Bacillus_cibi_","37","0","0","3781","60192",NA
"2021","LN864819.1","Bacillus_cibi_","57","0","0","3781","60192",NA
"2022","NZ_KX523901.1","Bacillus_cibi_","12","0","0","3781","60192",NA
"2023","MT441554.1","Bacillus_cibi_","18","0","0","3781","60192",NA
"2024","JN626286.1","Rubrobacter_xylanophilus_DSM_9941_","37","0","0","3147","38796",NA
"2025","LN864819.1","Rubrobacter_xylanophilus_DSM_9941_","57","47","46","3147","38796",NA
"2026","NZ_KX523901.1","Rubrobacter_xylanophilus_DSM_9941_","12","0","0","3147","38796",NA
"2027","MT441554.1","Rubrobacter_xylanophilus_DSM_9941_","18","0","0","3147","38796",NA
"2028","JN626286.1","Cupriavidus_metallidurans_CH34_","37","73","100","6169","90771",NA
"2029","LN864819.1","Cupriavidus_metallidurans_CH34_","57","105","152","6169","90771",NA
"2030","NZ_KX523901.1","Cupriavidus_metallidurans_CH34_","12","0","0","6169","90771",NA
"2031","MT441554.1","Cupriavidus_metallidurans_CH34_","18","10","9","6169","90771",NA
"2032","JN626286.1","Burkholderia_xenovorans_LB400_","37","40","39","8760","145285",NA
"2033","LN864819.1","Burkholderia_xenovorans_LB400_","57","95","95","8760","145285",NA
"2034","NZ_KX523901.1","Burkholderia_xenovorans_LB400_","12","0","0","8760","145285",NA
"2035","MT441554.1","Burkholderia_xenovorans_LB400_","18","25","24","8760","145285",NA
"2036","JN626286.1","Chryseobacterium_antarcticum_","37","0","0","2662","32353",NA
"2037","LN864819.1","Chryseobacterium_antarcticum_","57","0","0","2662","32353",NA
"2038","NZ_KX523901.1","Chryseobacterium_antarcticum_","12","0","0","2662","32353",NA
"2039","MT441554.1","Chryseobacterium_antarcticum_","18","0","0","2662","32353",NA
"2040","JN626286.1","Porphyromonas_gingivicanis_","37","0","0","1433","19834",NA
"2041","LN864819.1","Porphyromonas_gingivicanis_","57","0","0","1433","19834",NA
"2042","NZ_KX523901.1","Porphyromonas_gingivicanis_","12","0","0","1433","19834",NA
"2043","MT441554.1","Porphyromonas_gingivicanis_","18","0","0","1433","19834",NA
"2044","JN626286.1","Chelativorans_sp._BNC1_","37","26","25","4178","57277",NA
"2045","LN864819.1","Chelativorans_sp._BNC1_","57","26","25","4178","57277",NA
"2046","NZ_KX523901.1","Chelativorans_sp._BNC1_","12","0","0","4178","57277",NA
"2047","MT441554.1","Chelativorans_sp._BNC1_","18","21","20","4178","57277",NA
"2048","JN626286.1","Thalassobacter_stenotrophicus_","37","35","54","2997","65932",NA
"2049","LN864819.1","Thalassobacter_stenotrophicus_","57","156","177","2997","65932",NA
"2050","NZ_KX523901.1","Thalassobacter_stenotrophicus_","12","0","0","2997","65932",NA
"2051","MT441554.1","Thalassobacter_stenotrophicus_","18","0","0","2997","65932",NA
"2052","JN626286.1","Sinorhizobium_meliloti_1021_","37","119","152","4949","75228",NA
"2053","LN864819.1","Sinorhizobium_meliloti_1021_","57","119","152","4949","75228",NA
"2054","NZ_KX523901.1","Sinorhizobium_meliloti_1021_","12","61","60","4949","75228",NA
"2055","MT441554.1","Sinorhizobium_meliloti_1021_","18","92","93","4949","75228",NA
"2056","JN626286.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","37","0","0","4503","46287",NA
"2057","LN864819.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","57","0","0","4503","46287",NA
"2058","NZ_KX523901.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","12","0","0","4503","46287",NA
"2059","MT441554.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","18","0","0","4503","46287",NA
"2060","JN626286.1","Ralstonia_solanacearum_GMI1000_","37","249","358","5778","78200",NA
"2061","LN864819.1","Ralstonia_solanacearum_GMI1000_","57","249","358","5778","78200",NA
"2062","NZ_KX523901.1","Ralstonia_solanacearum_GMI1000_","12","73","72","5778","78200",NA
"2063","MT441554.1","Ralstonia_solanacearum_GMI1000_","18","168","168","5778","78200",NA
"2064","JN626286.1","Propionibacterium_acnes_KPA171202_","37","0","0","2300","33913",NA
"2065","LN864819.1","Propionibacterium_acnes_KPA171202_","57","0","0","2300","33913",NA
"2066","NZ_KX523901.1","Propionibacterium_acnes_KPA171202_","12","0","0","2300","33913",NA
"2067","MT441554.1","Propionibacterium_acnes_KPA171202_","18","0","0","2300","33913",NA
"2068","JN626286.1","Mycoplasma_mobile_163K_","37","81","89","635","9894",NA
"2069","LN864819.1","Mycoplasma_mobile_163K_","57","81","89","635","9894",NA
"2070","NZ_KX523901.1","Mycoplasma_mobile_163K_","12","51","50","635","9894",NA
"2071","MT441554.1","Mycoplasma_mobile_163K_","18","51","50","635","9894",NA
"2072","JN626286.1","Paenibacillus_wynnii_","37","30","29","4953","78133",NA
"2073","LN864819.1","Paenibacillus_wynnii_","57","30","29","4953","78133",NA
"2074","NZ_KX523901.1","Paenibacillus_wynnii_","12","0","0","4953","78133",NA
"2075","MT441554.1","Paenibacillus_wynnii_","18","0","0","4953","78133",NA
"2076","JN626286.1","Synechococcus_elongatus_PCC_6301_","37","43","41","2524","49717",NA
"2077","LN864819.1","Synechococcus_elongatus_PCC_6301_","57","52","49","2524","49717",NA
"2078","NZ_KX523901.1","Synechococcus_elongatus_PCC_6301_","12","64","90","2524","49717",NA
"2079","MT441554.1","Synechococcus_elongatus_PCC_6301_","18","64","90","2524","49717",NA
"2080","JN626286.1","Burkholderia_vietnamiensis_G4_","37","31","30","6591","81377",NA
"2081","LN864819.1","Burkholderia_vietnamiensis_G4_","57","31","30","6591","81377",NA
"2082","NZ_KX523901.1","Burkholderia_vietnamiensis_G4_","12","0","0","6591","81377",NA
"2083","MT441554.1","Burkholderia_vietnamiensis_G4_","18","24","23","6591","81377",NA
"2084","JN626286.1","Ehrlichia_canis_str._Jake_","37","0","0","928","13743",NA
"2085","LN864819.1","Ehrlichia_canis_str._Jake_","57","0","0","928","13743",NA
